"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"15.12.2017","58,8009","58,7556","59,0217","58,7269","","0,08%"
"14.12.2017","58,7556","58,6190","58,9110","58,5582","","0,23%"
"13.12.2017","58,6190","59,2960","59,2960","58,5586","","-1,14%"
"12.12.2017","59,2960","58,9983","59,2968","58,7872","","0,50%"
"11.12.2017","58,9983","59,1639","59,3194","58,8852","","-0,28%"
"08.12.2017","59,1639","59,1867","59,3811","59,0525","","-0,04%"
"07.12.2017","59,1867","59,2180","59,3672","59,0798","","-0,05%"
"06.12.2017","59,2180","58,7367","59,2446","58,7367","","0,82%"
"05.12.2017","58,7367","58,8003","58,8250","58,6023","","-0,11%"
"04.12.2017","58,8003","58,8960","59,1027","58,6600","","-0,16%"
"01.12.2017","58,8960","58,4380","59,1325","58,4380","","0,78%"
"30.11.2017","58,4380","58,6144","58,7343","58,3637","","-0,30%"
"29.11.2017","58,6144","58,3803","58,7033","58,2550","","0,40%"
"28.11.2017","58,3803","58,4853","58,5441","58,2163","","-0,18%"
"27.11.2017","58,4853","58,3732","58,5050","58,0566","","0,19%"
"24.11.2017","58,3732","58,4456","58,5971","58,2537","","-0,12%"
"23.11.2017","58,4456","58,5001","58,5283","58,3272","","-0,09%"
"22.11.2017","58,5001","59,1888","59,1888","58,4488","","-1,16%"
"21.11.2017","59,1888","59,3469","59,5362","59,1000","","-0,27%"
"20.11.2017","59,3469","59,0623","59,5624","59,0623","","0,48%"
"17.11.2017","59,0623","59,6749","59,7578","59,0067","","-1,03%"
"16.11.2017","59,6749","60,2027","60,2150","59,5877","","-0,88%"
"15.11.2017","60,2027","60,2303","60,4124","60,0320","","-0,05%"
"14.11.2017","60,2303","59,3625","60,2413","59,3500","","1,46%"
"13.11.2017","59,3625","59,2115","59,5688","59,0830","","0,26%"
"10.11.2017","59,2115","59,2894","59,3513","58,9798","","-0,13%"
"09.11.2017","59,2894","59,2551","59,4203","59,1150","","0,06%"
"08.11.2017","59,2551","59,3594","59,5736","59,0780","","-0,18%"
"07.11.2017","59,3594","59,0800","59,4319","58,3385","","0,47%"
"03.11.2017","59,0800","58,1619","59,2698","58,1618","","1,58%"
"02.11.2017","58,1619","58,2807","58,4353","58,0118","","-0,20%"
"01.11.2017","58,2807","58,3289","58,3992","58,0335","","-0,08%"
"31.10.2017","58,3289","57,9716","58,6003","57,9568","","0,62%"
"30.10.2017","57,9716","58,0680","58,0807","57,6700","","-0,17%"
"27.10.2017","58,0680","57,8560","58,7458","57,8547","","0,37%"
"26.10.2017","57,8560","57,7552","57,8856","57,4830","","0,17%"
"25.10.2017","57,7552","57,6412","57,8150","57,5255","","0,20%"
"24.10.2017","57,6412","57,5480","57,6950","57,3868","","0,16%"
"23.10.2017","57,5480","57,4945","57,5500","57,3863","","0,09%"
"20.10.2017","57,4945","57,2734","57,6345","57,2725","","0,39%"
"19.10.2017","57,2734","57,4379","57,7178","57,2588","","-0,29%"
"18.10.2017","57,4379","57,2975","57,5027","57,1978","","0,25%"
"17.10.2017","57,2975","57,3217","57,5419","57,2588","","-0,04%"
"16.10.2017","57,3217","57,1740","57,3797","56,9956","","0,26%"
"13.10.2017","57,1740","57,6879","57,7212","57,0587","","-0,89%"
"12.10.2017","57,6879","57,8310","57,8375","57,6272","","-0,25%"
"11.10.2017","57,8310","57,9808","58,0033","57,7717","","-0,26%"
"10.10.2017","57,9808","58,3470","58,3600","57,8178","","-0,63%"
"09.10.2017","58,3470","58,1880","58,5018","58,1880","","0,27%"
"06.10.2017","58,1880","57,6916","58,2568","57,6914","","0,86%"
"05.10.2017","57,6916","57,6845","57,7150","57,3965","","0,01%"
"04.10.2017","57,6845","57,9168","57,9168","57,5375","","-0,40%"
"03.10.2017","57,9168","57,8990","58,1529","57,8278","","0,03%"
"02.10.2017","57,8990","57,4898","57,9824","57,4800","","0,71%"
"29.09.2017","57,4898","57,9127","58,0884","57,4789","","-0,73%"
"28.09.2017","57,9127","58,1983","58,5741","57,9123","","-0,49%"
"27.09.2017","58,1983","57,8226","58,3733","57,8200","","0,65%"
"26.09.2017","57,8226","57,5710","58,1431","57,3855","","0,44%"
"25.09.2017","57,5710","57,4783","57,7437","57,2473","","0,16%"
"22.09.2017","57,4783","57,9010","57,9028","57,4402","","-0,73%"
"21.09.2017","57,9010","58,1041","58,3387","57,7718","","-0,35%"
"20.09.2017","58,1041","58,1302","58,2863","57,7269","","-0,04%"
"19.09.2017","58,1302","58,1199","58,3794","57,9240","","0,02%"
"18.09.2017","58,1199","57,6329","58,1485","57,5100","","0,85%"
"15.09.2017","57,6329","57,4996","57,7680","57,3959","","0,23%"
"14.09.2017","57,4996","57,9559","57,9559","57,3940","","-0,79%"
"13.09.2017","57,9559","57,7056","57,9761","57,5621","","0,43%"
"12.09.2017","57,7056","57,2123","57,7537","57,1371","","0,86%"
"11.09.2017","57,2123","57,3570","57,3675","57,0468","","-0,25%"
"08.09.2017","57,3570","56,9000","57,4810","56,8353","","0,80%"
"07.09.2017","56,9000","57,3641","57,3682","56,7935","","-0,81%"
"06.09.2017","57,3641","57,5270","57,5694","57,2719","","-0,28%"
"05.09.2017","57,5270","57,8349","58,0918","57,2393","","-0,53%"
"04.09.2017","57,8349","57,5159","57,9533","57,5159","","0,55%"
"01.09.2017","57,5159","58,0060","58,1910","57,3921","","-0,84%"
"31.08.2017","58,0060","58,5678","58,6391","57,9844","","-0,96%"
"30.08.2017","58,5678","58,8299","58,8998","58,3337","","-0,45%"
"29.08.2017","58,8299","58,4388","58,8808","58,4350","","0,67%"
"28.08.2017","58,4388","58,5828","58,6810","58,3434","","-0,25%"
"25.08.2017","58,5828","59,1624","59,2058","58,5597","","-0,98%"
"24.08.2017","59,1624","59,0630","59,2708","59,0630","","0,17%"
"23.08.2017","59,0630","59,0868","59,2321","59,0010","","-0,04%"
"22.08.2017","59,0868","59,1428","59,1450","58,9326","","-0,09%"
"21.08.2017","59,1428","59,0003","59,2054","58,9373","","0,24%"
"18.08.2017","59,0003","59,2340","59,4993","58,9996","","-0,39%"
"17.08.2017","59,2340","59,3852","59,4698","59,0001","","-0,25%"
"16.08.2017","59,3852","59,7038","59,7315","59,2908","","-0,53%"
"15.08.2017","59,7038","59,8630","60,1036","59,7025","","-0,27%"
"14.08.2017","59,8630","59,8733","59,8825","59,5678","","-0,02%"
"11.08.2017","59,8733","60,1170","60,2978","59,8022","","-0,41%"
"10.08.2017","60,1170","59,9945","60,1295","59,7318","","0,20%"
"09.08.2017","59,9945","59,8262","60,2120","59,8175","","0,28%"
"08.08.2017","59,8262","60,0388","60,0993","59,7073","","-0,35%"
"07.08.2017","60,0388","59,9798","60,3208","59,8786","","0,10%"
"04.08.2017","59,9798","60,3489","60,4695","59,8503","","-0,61%"
"03.08.2017","60,3489","60,5811","60,8357","60,0933","","-0,38%"
"02.08.2017","60,5811","60,3483","60,8208","60,3483","","0,39%"
"01.08.2017","60,3483","59,7719","60,3509","59,7335","","0,96%"
"31.07.2017","59,7719","59,5578","60,3264","59,5578","","0,36%"
"28.07.2017","59,5578","59,4968","59,6408","59,3795","","0,10%"
"27.07.2017","59,4968","59,4064","59,6435","59,3345","","0,15%"
"26.07.2017","59,4064","59,8868","60,0525","59,3748","","-0,80%"
"25.07.2017","59,8868","60,0094","60,1596","59,7296","","-0,20%"
"24.07.2017","60,0094","59,3829","60,1958","59,3715","","1,06%"
"21.07.2017","59,3829","58,9316","59,3932","58,7825","","0,77%"
"20.07.2017","58,9316","58,9970","59,2153","58,8018","","-0,11%"
"19.07.2017","58,9970","59,1807","59,3678","58,9362","","-0,31%"
"18.07.2017","59,1807","59,3550","59,4569","58,9138","","-0,29%"
"17.07.2017","59,3550","59,0851","59,4023","58,9745","","0,46%"
"14.07.2017","59,0851","59,8363","59,9482","59,0430","","-1,26%"
"13.07.2017","59,8363","59,9962","60,2787","59,6683","","-0,27%"
"12.07.2017","59,9962","60,7255","60,7255","59,9013","","-1,20%"
"11.07.2017","60,7255","60,2273","60,9884","60,2273","","0,83%"
"10.07.2017","60,2273","60,3610","60,5332","60,2031","","-0,22%"
"07.07.2017","60,3610","60,1558","60,6085","60,1558","","0,34%"
"06.07.2017","60,1558","59,9993","60,4011","59,7753","","0,26%"
"05.07.2017","59,9993","59,4093","60,2416","59,3157","","0,99%"
"04.07.2017","59,4093","59,2840","59,4500","59,1490","","0,21%"
"03.07.2017","59,2840","58,9401","59,4635","58,8083","","0,58%"
"30.06.2017","58,9401","59,4146","59,5184","58,8703","","-0,80%"
"29.06.2017","59,4146","59,2004","59,5745","58,9164","","0,36%"
"28.06.2017","59,2004","59,4894","59,8825","59,2003","","-0,49%"
"27.06.2017","59,4894","58,7853","59,4894","58,6671","","1,20%"
"26.06.2017","58,7853","59,3950","59,3950","58,7815","","-1,03%"
"23.06.2017","59,3950","59,9460","59,9675","59,3595","","-0,92%"
"22.06.2017","59,9460","60,3063","60,3743","59,6603","","-0,60%"
"21.06.2017","60,3063","59,6200","60,4192","59,3409","","1,15%"
"20.06.2017","59,6200","58,4527","59,7619","58,4041","","2,00%"
"19.06.2017","58,4527","57,7790","58,4727","57,6915","","1,17%"
"16.06.2017","57,7790","57,8743","57,8900","57,4375","","-0,16%"
"15.06.2017","57,8743","57,4307","57,8875","57,3269","","0,77%"
"14.06.2017","57,4307","56,9845","57,5461","56,8392","","0,78%"
"13.06.2017","56,9845","57,0237","57,0300","56,8358","","-0,07%"
"09.06.2017","57,0237","56,9048","57,0378","56,9048","","0,21%"
"08.06.2017","56,9048","57,0911","57,1124","56,8213","","-0,33%"
"07.06.2017","57,0911","56,5353","57,1621","56,5080","","0,98%"
"06.06.2017","56,5353","56,6103","56,7641","56,4212","","-0,13%"
"05.06.2017","56,6103","56,6453","56,7400","56,4881","","-0,06%"
"02.06.2017","56,6453","56,3983","56,8405","56,3850","","0,44%"
"01.06.2017","56,3983","56,5617","56,7053","56,1125","","-0,29%"
"31.05.2017","56,5617","56,5497","56,9338","56,5400","","0,02%"
"30.05.2017","56,5497","56,4855","56,7860","56,4553","","0,11%"
"29.05.2017","56,4855","56,5203","56,8079","56,2943","","-0,06%"
"26.05.2017","56,5203","56,9672","57,0016","56,4914","","-0,78%"
"25.05.2017","56,9672","56,4127","57,0174","56,0007","","0,98%"
"24.05.2017","56,4127","56,3695","56,5718","56,2238","","0,08%"
"23.05.2017","56,3695","56,6293","56,7062","56,2283","","-0,46%"
"22.05.2017","56,6293","56,9264","56,9264","56,4120","","-0,52%"
"19.05.2017","56,9264","57,5828","57,5836","56,6623","","-1,14%"
"18.05.2017","57,5828","57,0978","58,1179","57,0978","","0,85%"
"17.05.2017","57,0978","56,5699","57,0985","56,5669","","0,93%"
"16.05.2017","56,5699","56,3520","56,5699","56,1954","","0,39%"
"15.05.2017","56,3520","57,0974","57,0974","56,2318","","-1,31%"
"12.05.2017","57,0974","57,0558","57,3360","57,0013","","0,07%"
"11.05.2017","57,0558","57,4522","57,4522","56,9360","","-0,69%"
"10.05.2017","57,4522","57,9436","58,3487","57,4113","","-0,85%"
"05.05.2017","57,9436","58,3694","58,8033","57,9291","","-0,73%"
"04.05.2017","58,3694","57,3911","58,4580","57,3911","","1,70%"
"03.05.2017","57,3911","57,0137","57,3934","57,0000","","0,66%"
"02.05.2017","57,0137","56,9311","57,1600","56,8595","","0,15%"
"28.04.2017","56,9311","56,9705","57,1156","56,6332","","-0,07%"
"27.04.2017","56,9705","57,1535","57,2628","56,7246","","-0,32%"
"26.04.2017","57,1535","56,1574","57,1535","56,1574","","1,77%"
"25.04.2017","56,1574","55,8438","56,2288","55,7498","","0,56%"
"24.04.2017","55,8438","56,4576","56,4613","55,7253","","-1,09%"
"21.04.2017","56,4576","56,2073","56,5900","56,0660","","0,45%"
"20.04.2017","56,2073","56,5833","56,5833","56,1039","","-0,66%"
"19.04.2017","56,5833","56,2408","56,7334","56,0687","","0,61%"
"18.04.2017","56,2408","55,9267","56,2416","55,8661","","0,56%"
"17.04.2017","55,9267","56,3578","56,3625","55,9065","","-0,76%"
"14.04.2017","56,3578","56,2679","56,3883","56,0979","","0,16%"
"13.04.2017","56,2679","56,6023","56,6495","56,1710","","-0,59%"
"12.04.2017","56,6023","56,9215","57,1306","56,5467","","-0,56%"
"11.04.2017","56,9215","57,1778","57,1778","56,8250","","-0,45%"
"10.04.2017","57,1778","57,2480","57,5506","57,0848","","-0,12%"
"07.04.2017","57,2480","56,3955","57,2550","56,3955","","1,51%"
"06.04.2017","56,3955","56,3790","56,5688","56,1840","","0,03%"
"05.04.2017","56,3790","56,0787","56,3978","55,8088","","0,54%"
"04.04.2017","56,0787","56,0830","56,6985","56,0493","","-0,01%"
"03.04.2017","56,0830","56,2665","56,4578","55,9455","","-0,33%"
"31.03.2017","56,2665","56,0929","56,5223","55,8808","","0,31%"
"30.03.2017","56,0929","56,6068","56,6188","55,9220","","-0,91%"
"29.03.2017","56,6068","57,0335","57,1397","56,5803","","-0,75%"
"28.03.2017","57,0335","56,9101","57,1825","56,8288","","0,22%"
"27.03.2017","56,9101","56,8904","57,2148","56,7447","","0,03%"
"24.03.2017","56,8904","57,4353","57,4897","56,8890","","-0,95%"
"23.03.2017","57,4353","57,7887","57,7887","57,3400","","-0,61%"
"22.03.2017","57,7887","57,6980","58,1999","57,5705","","0,16%"
"21.03.2017","57,6980","57,2987","57,6994","57,0081","","0,70%"
"20.03.2017","57,2987","57,2234","57,6304","57,1944","","0,13%"
"17.03.2017","57,2234","57,7819","58,0353","57,1682","","-0,97%"
"16.03.2017","57,7819","58,3960","58,4995","57,6398","","-1,05%"
"15.03.2017","58,3960","59,1627","59,2051","58,3908","","-1,30%"
"14.03.2017","59,1627","58,7928","59,6053","58,7725","","0,63%"
"13.03.2017","58,7928","58,9965","59,2166","58,7725","","-0,35%"
"10.03.2017","58,9965","59,2998","59,3175","58,7240","","-0,51%"
"09.03.2017","59,2998","58,1777","59,4921","58,1777","","1,93%"
"07.03.2017","58,1777","58,2036","58,3636","57,8983","","-0,04%"
"06.03.2017","58,2036","58,2217","58,4334","57,9446","","-0,03%"
"03.03.2017","58,2217","58,8302","58,9954","58,1436","","-1,03%"
"02.03.2017","58,8302","58,2831","58,8597","58,2700","","0,94%"
"01.03.2017","58,2831","58,3058","58,5793","57,9983","","-0,04%"
"28.02.2017","58,3058","58,0784","58,4958","57,8319","","0,39%"
"27.02.2017","58,0784","58,4175","58,4175","57,5946","","-0,58%"
"24.02.2017","58,4175","58,0668","58,5460","57,7886","","0,60%"
"22.02.2017","58,0668","57,4153","58,1511","57,3144","","1,13%"
"21.02.2017","57,4153","57,9656","58,0355","57,4135","","-0,95%"
"20.02.2017","57,9656","58,4270","58,4270","57,9208","","-0,79%"
"17.02.2017","58,4270","57,5993","58,5461","57,4947","","1,44%"
"16.02.2017","57,5993","57,2565","57,6585","57,0218","","0,60%"
"15.02.2017","57,2565","57,1288","57,8502","56,5701","","0,22%"
"14.02.2017","57,1288","57,9851","57,9860","57,1017","","-1,48%"
"13.02.2017","57,9851","58,2219","58,2469","57,8578","","-0,41%"
"10.02.2017","58,2219","58,9600","58,9619","58,2166","","-1,25%"
"09.02.2017","58,9600","59,2323","59,2323","58,6990","","-0,46%"
"08.02.2017","59,2323","59,3378","59,5999","59,0993","","-0,18%"
"07.02.2017","59,3378","58,9030","59,4891","58,8981","","0,74%"
"06.02.2017","58,9030","58,9824","59,0886","58,5945","","-0,13%"
"03.02.2017","58,9824","59,4117","59,5969","58,7760","","-0,72%"
"02.02.2017","59,4117","60,1280","60,1325","58,8479","","-1,19%"
"01.02.2017","60,1280","60,1589","60,3979","60,0625","","-0,05%"
"31.01.2017","60,1589","59,9332","60,2301","59,8857","","0,38%"
"30.01.2017","59,9332","59,8178","60,2714","59,8178","","0,19%"
"27.01.2017","59,8178","60,4317","60,4465","59,5702","","-1,02%"
"26.01.2017","60,4317","59,5145","60,5662","59,4055","","1,54%"
"25.01.2017","59,5145","59,2511","59,6519","59,0756","","0,44%"
"24.01.2017","59,2511","59,5022","59,5175","59,0935","","-0,42%"
"23.01.2017","59,5022","59,7521","59,7550","59,3110","","-0,42%"
"20.01.2017","59,7521","59,7304","59,9403","59,5923","","0,04%"
"19.01.2017","59,7304","59,5544","60,2480","59,2077","","0,30%"
"18.01.2017","59,5544","59,4025","59,5545","59,0469","","0,26%"
"17.01.2017","59,4025","59,8588","59,8700","58,9786","","-0,76%"
"16.01.2017","59,8588","59,6869","59,9415","59,4971","","0,29%"
"13.01.2017","59,6869","59,3491","59,8298","59,2707","","0,57%"
"12.01.2017","59,3491","59,7256","59,7475","59,0954","","-0,63%"
"11.01.2017","59,7256","60,1636","60,6617","59,4947","","-0,73%"
"10.01.2017","60,1636","60,0788","60,2796","59,8279","","0,14%"
"09.01.2017","60,0788","59,6046","60,0860","59,6046","","0,80%"
